depto,codigo_alt,entidad,tipo_entidad,anio,clasificacion_ofpuj,clas_gen,total_recaudo
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,436746579
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,609278008
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,1236502352
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,1562304930
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,11585953601
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,1897715427
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,2063288826
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,684658114
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,847972421
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,8753375187
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,2293309013
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,1100910131
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,372055037
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,938497799
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,420346342
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,18837081477
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,2387130992
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,3334427924
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,5715027035
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,103120069
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,1441726316
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,2053911406
Meta,50001,Villavicencio,Municipio,2024,Recursos del balance,Recursos de capital,230000000
Meta,50001,Villavicencio,Municipio,2024,Otros recursos de capital,Recursos de capital,6629503895
Meta,50001,Villavicencio,Municipio,2024,Otros recursos de capital,Recursos de capital,623948240
Meta,50001,Villavicencio,Municipio,2024,Otros recursos de capital,Recursos de capital,20221186
Meta,50001,Villavicencio,Municipio,2024,Otros recursos de capital,Recursos de capital,24141921
Cundinamarca,25178,Chipaque,Municipio,2024,Sobretasa ambiental,Ingresos propios,22329982
Cundinamarca,25178,Chipaque,Municipio,2024,Sobretasa ambiental,Ingresos propios,34268313
Cundinamarca,25178,Chipaque,Municipio,2024,Impuesto predial unificado,Ingresos propios,126000884
Cundinamarca,25178,Chipaque,Municipio,2024,Impuesto predial unificado,Ingresos propios,1272736
Cundinamarca,25178,Chipaque,Municipio,2024,Impuesto predial unificado,Ingresos propios,194270003
Cundinamarca,25178,Chipaque,Municipio,2024,Impuesto predial unificado,Ingresos propios,1962323
Cundinamarca,25178,Chipaque,Municipio,2024,Sobretasa a la gasolina,Ingresos propios,872992000
Cundinamarca,25178,Chipaque,Municipio,2024,Impuesto de industria y comercio,Ingresos propios,171794023
Cundinamarca,25178,Chipaque,Municipio,2024,Impuesto de industria y comercio,Ingresos propios,1735293
Cundinamarca,25178,Chipaque,Municipio,2024,Impuesto de industria y comercio,Ingresos propios,787836327
Cundinamarca,25178,Chipaque,Municipio,2024,Impuesto de industria y comercio,Ingresos propios,7957943
Cundinamarca,25178,Chipaque,Municipio,2024,Impuesto de industria y comercio,Ingresos propios,403082439
Cundinamarca,25178,Chipaque,Municipio,2024,Impuesto de industria y comercio,Ingresos propios,4071540
Cundinamarca,25178,Chipaque,Municipio,2024,Impuesto complementario de avisos y tableros,Ingresos propios,154202431
Cundinamarca,25178,Chipaque,Municipio,2024,Impuesto complementario de avisos y tableros,Ingresos propios,1557600
Cundinamarca,25178,Chipaque,Municipio,2024,Otros ingresos tributarios,Ingresos propios,6435000
Cundinamarca,25178,Chipaque,Municipio,2024,Otros ingresos tributarios,Ingresos propios,65000
Cundinamarca,25178,Chipaque,Municipio,2024,Impuesto de delineacion,Ingresos propios,36539727
Cundinamarca,25178,Chipaque,Municipio,2024,Impuesto de delineacion,Ingresos propios,369088
Cundinamarca,25178,Chipaque,Municipio,2024,Impuesto de alumbrado publico,Ingresos propios,160371491
Cundinamarca,25178,Chipaque,Municipio,2024,Sobretasa bomberil,Ingresos propios,77465202
Cundinamarca,25178,Chipaque,Municipio,2024,Otros ingresos tributarios,Ingresos propios,152151874
Cundinamarca,25178,Chipaque,Municipio,2024,Impuesto de transporte por oleoductos y gasoductos,Ingresos propios,25853226
Cundinamarca,25178,Chipaque,Municipio,2024,Tasa prodeporte y recreacion,Ingresos propios,212175639
Cundinamarca,25178,Chipaque,Municipio,2024,Estampillas,Ingresos propios,424346279
Cundinamarca,25178,Chipaque,Municipio,2024,Estampillas,Ingresos propios,212175627
Cundinamarca,25178,Chipaque,Municipio,2024,Estampillas,Ingresos propios,37459995
Cundinamarca,25178,Chipaque,Municipio,2024,"Tasas, multas y contribuciones",Ingresos propios,12408507
Cundinamarca,25178,Chipaque,Municipio,2024,"Tasas, multas y contribuciones",Ingresos propios,125439
Cundinamarca,25178,Chipaque,Municipio,2024,"Tasas, multas y contribuciones",Ingresos propios,20868098
Cundinamarca,25178,Chipaque,Municipio,2024,"Tasas, multas y contribuciones",Ingresos propios,693859
Cundinamarca,25178,Chipaque,Municipio,2024,"Tasas, multas y contribuciones",Ingresos propios,3063728
Cundinamarca,25178,Chipaque,Municipio,2024,"Tasas, multas y contribuciones",Ingresos propios,68692005
Cundinamarca,25178,Chipaque,Municipio,2024,"Tasas, multas y contribuciones",Ingresos propios,5434841
Cundinamarca,25178,Chipaque,Municipio,2024,"Tasas, multas y contribuciones",Ingresos propios,538049249
Cundinamarca,25178,Chipaque,Municipio,2024,"Tasas, multas y contribuciones",Ingresos propios,469001
Cundinamarca,25178,Chipaque,Municipio,2024,"Tasas, multas y contribuciones",Ingresos propios,46431112
Cundinamarca,25178,Chipaque,Municipio,2024,"Tasas, multas y contribuciones",Ingresos propios,32859802
Cundinamarca,25178,Chipaque,Municipio,2024,"Tasas, multas y contribuciones",Ingresos propios,2080956
Cundinamarca,25178,Chipaque,Municipio,2024,"Tasas, multas y contribuciones",Ingresos propios,206014664
Cundinamarca,25178,Chipaque,Municipio,2024,Sistema general de participaciones,Transferencias,116287525
Cundinamarca,25178,Chipaque,Municipio,2024,Sistema general de participaciones,Transferencias,178251301
Cundinamarca,25178,Chipaque,Municipio,2024,Sistema general de participaciones,Transferencias,3040987149
Cundinamarca,25178,Chipaque,Municipio,2024,Sistema general de participaciones,Transferencias,21601613
Cundinamarca,25178,Chipaque,Municipio,2024,Sistema general de participaciones,Transferencias,236473325
Cundinamarca,25178,Chipaque,Municipio,2024,Sistema general de participaciones,Transferencias,73210029
Cundinamarca,25178,Chipaque,Municipio,2024,Sistema general de participaciones,Transferencias,54907522
Cundinamarca,25178,Chipaque,Municipio,2024,Sistema general de participaciones,Transferencias,1885568847
Cundinamarca,25178,Chipaque,Municipio,2024,Sistema general de participaciones,Transferencias,15244544
Cundinamarca,25178,Chipaque,Municipio,2024,Sistema general de participaciones,Transferencias,1509209856
Cundinamarca,25178,Chipaque,Municipio,2024,Sistema general de participaciones,Transferencias,49556447
Cundinamarca,25178,Chipaque,Municipio,2024,Sistema general de participaciones,Transferencias,1362034982
Cundinamarca,25178,Chipaque,Municipio,2024,Otras transferencias,Transferencias,36439882
Cundinamarca,25178,Chipaque,Municipio,2024,Otras transferencias,Transferencias,368080
Cundinamarca,25178,Chipaque,Municipio,2024,Otras transferencias,Transferencias,309800700
Cundinamarca,25178,Chipaque,Municipio,2024,Otras transferencias,Transferencias,3129300
Cundinamarca,25178,Chipaque,Municipio,2024,Otras transferencias,Transferencias,1790978263
Cundinamarca,25178,Chipaque,Municipio,2024,Otras transferencias,Transferencias,55970000
Cundinamarca,25178,Chipaque,Municipio,2024,Recursos del sistema de seguridad social integral,Transferencias,4474390075
Cundinamarca,25178,Chipaque,Municipio,2024,"Tasas, multas y contribuciones",Ingresos propios,85122153
Cundinamarca,25178,Chipaque,Municipio,2024,Otros recursos de capital,Recursos de capital,125973
Cundinamarca,25178,Chipaque,Municipio,2024,Otros recursos de capital,Recursos de capital,20122618
Cundinamarca,25178,Chipaque,Municipio,2024,Otros recursos de capital,Recursos de capital,2187591
Cundinamarca,25178,Chipaque,Municipio,2024,Otros recursos de capital,Recursos de capital,2286936
Cundinamarca,25178,Chipaque,Municipio,2024,Otros recursos de capital,Recursos de capital,242
Cundinamarca,25178,Chipaque,Municipio,2024,Otros recursos de capital,Recursos de capital,201385
Cundinamarca,25178,Chipaque,Municipio,2024,Otros recursos de capital,Recursos de capital,8001979
Cundinamarca,25178,Chipaque,Municipio,2024,Otros recursos de capital,Recursos de capital,1140
Cundinamarca,25178,Chipaque,Municipio,2024,Otros recursos de capital,Recursos de capital,1101432
Cundinamarca,25178,Chipaque,Municipio,2024,Otros recursos de capital,Recursos de capital,1249690
Cundinamarca,25178,Chipaque,Municipio,2024,Otros recursos de capital,Recursos de capital,1302
Cundinamarca,25178,Chipaque,Municipio,2024,Otros recursos de capital,Recursos de capital,135695
Cundinamarca,25178,Chipaque,Municipio,2024,Otros recursos de capital,Recursos de capital,407968622
Cundinamarca,25178,Chipaque,Municipio,2024,Recursos del balance,Recursos de capital,2239618079
Cundinamarca,25178,Chipaque,Municipio,2024,Otros recursos de capital,Recursos de capital,69403000
